"Código","Departamento","Hacinamiento","Casa_A","viv_Departamento"
"018140","San Luis del Palmar","3. 1,00-1,49  personas por cuarto",1226,42
"018140","San Luis del Palmar","4. 1,50-1,99  personas por cuarto",488,8
"018140","San Luis del Palmar","5. 2,00-3,00  personas por cuarto",530,34
"018140","San Luis del Palmar","6. Más de 3,00  personas por cuarto",101,13
"018147","San Martín","0. __tot__",3931,144
"018147","San Martín","1. Hasta  0,50  personas por cuarto",1075,33
"018147","San Martín","2. 0,51-0,99  personas por cuarto",613,6
"018147","San Martín","3. 1,00-1,49  personas por cuarto",1187,50
"018147","San Martín","4. 1,50-1,99  personas por cuarto",470,10
"018147","San Martín","5. 2,00-3,00  personas por cuarto",508,41
"018147","San Martín","6. Más de 3,00  personas por cuarto",78,4
"018154","San Miguel","0. __tot__",2072,23
"018154","San Miguel","1. Hasta  0,50  personas por cuarto",527,9
"018154","San Miguel","2. 0,51-0,99  personas por cuarto",378,0
"018154","San Miguel","3. 1,00-1,49  personas por cuarto",648,6
"018154","San Miguel","4. 1,50-1,99  personas por cuarto",235,1
"018154","San Miguel","5. 2,00-3,00  personas por cuarto",247,6
"018154","San Miguel","6. Más de 3,00  personas por cuarto",37,1
"018161","San Roque","0. __tot__",4922,66
"018161","San Roque","1. Hasta  0,50  personas por cuarto",1220,12
"018161","San Roque","2. 0,51-0,99  personas por cuarto",784,4
"018161","San Roque","3. 1,00-1,49  personas por cuarto",1494,24
"018161","San Roque","4. 1,50-1,99  personas por cuarto",603,3
"018161","San Roque","5. 2,00-3,00  personas por cuarto",712,17
"018161","San Roque","6. Más de 3,00  personas por cuarto",109,6
"018168","Santo Tomé","0. __tot__",16951,2792
"018168","Santo Tomé","1. Hasta  0,50  personas por cuarto",4392,1029
"018168","Santo Tomé","2. 0,51-0,99  personas por cuarto",3091,159
"018168","Santo Tomé","3. 1,00-1,49  personas por cuarto",5169,1123
"018168","Santo Tomé","4. 1,50-1,99  personas por cuarto",1884,113
"018168","Santo Tomé","5. 2,00-3,00  personas por cuarto",2116,315
"018168","Santo Tomé","6. Más de 3,00  personas por cuarto",299,53
"018175","Sauce","0. __tot__",2414,60
"018175","Sauce","1. Hasta  0,50  personas por cuarto",710,20
"018175","Sauce","2. 0,51-0,99  personas por cuarto",410,3
"018175","Sauce","3. 1,00-1,49  personas por cuarto",701,15
"018175","Sauce","4. 1,50-1,99  personas por cuarto",247,3
"018175","Sauce","5. 2,00-3,00  personas por cuarto",296,11
"018175","Sauce","6. Más de 3,00  personas por cuarto",50,8
"02007","Comuna 1","0. __tot__",11699,81669
"02007","Comuna 1","1. Hasta  0,50  personas por cuarto",3137,33149
"02007","Comuna 1","2. 0,51-0,99  personas por cuarto",1240,10085
"02007","Comuna 1","3. 1,00-1,49  personas por cuarto",3661,26048
"02007","Comuna 1","4. 1,50-1,99  personas por cuarto",1075,3950
"02007","Comuna 1","5. 2,00-3,00  personas por cuarto",2151,7636
"02007","Comuna 1","6. Más de 3,00  personas por cuarto",435,801
"02014","Comuna 2","0. __tot__",1664,80878
"02014","Comuna 2","1. Hasta  0,50  personas por cuarto",851,39829
"02014","Comuna 2","2. 0,51-0,99  personas por cuarto",292,11958
"02014","Comuna 2","3. 1,00-1,49  personas por cuarto",356,22544
"02014","Comuna 2","4. 1,50-1,99  personas por cuarto",68,2218
"02014","Comuna 2","5. 2,00-3,00  personas por cuarto",82,3921
"02014","Comuna 2","6. Más de 3,00  personas por cuarto",15,408
"02021","Comuna 3","0. __tot__",6586,77506
"02021","Comuna 3","1. Hasta  0,50  personas por cuarto",2622,29353
"02021","Comuna 3","2. 0,51-0,99  personas por cuarto",1285,9853
"02021","Comuna 3","3. 1,00-1,49  personas por cuarto",1753,25791
"02021","Comuna 3","4. 1,50-1,99  personas por cuarto",409,4565
"02021","Comuna 3","5. 2,00-3,00  personas por cuarto",443,7169
"02021","Comuna 3","6. Más de 3,00  personas por cuarto",74,775
"02028","Comuna 4","0. __tot__",30411,50129
"02028","Comuna 4","1. Hasta  0,50  personas por cuarto",9052,17586
"02028","Comuna 4","2. 0,51-0,99  personas por cuarto",5262,7509
"02028","Comuna 4","3. 1,00-1,49  personas por cuarto",9274,16975
"02028","Comuna 4","4. 1,50-1,99  personas por cuarto",2704,3346
"02028","Comuna 4","5. 2,00-3,00  personas por cuarto",3607,4257
"02028","Comuna 4","6. Más de 3,00  personas por cuarto",512,456
"02035","Comuna 5","0. __tot__",11840,76972
"02035","Comuna 5","1. Hasta  0,50  personas por cuarto",4888,31115
"02035","Comuna 5","2. 0,51-0,99  personas por cuarto",2828,10791
"02035","Comuna 5","3. 1,00-1,49  personas por cuarto",2974,25764
"02035","Comuna 5","4. 1,50-1,99  personas por cuarto",538,3620
"02035","Comuna 5","5. 2,00-3,00  personas por cuarto",551,5188
"02035","Comuna 5","6. Más de 3,00  personas por cuarto",61,494
"02042","Comuna 6","0. __tot__",10207,82653
"02042","Comuna 6","1. Hasta  0,50  personas por cuarto",4539,35159
"02042","Comuna 6","2. 0,51-0,99  personas por cuarto",2628,13304
"02042","Comuna 6","3. 1,00-1,49  personas por cuarto",2333,26192
"02042","Comuna 6","4. 1,50-1,99  personas por cuarto",348,3474
"02042","Comuna 6","5. 2,00-3,00  personas por cuarto",319,4120
"02042","Comuna 6","6. Más de 3,00  personas por cuarto",40,404
"02049","Comuna 7","0. __tot__",24361,61328
"02049","Comuna 7","1. Hasta  0,50  personas por cuarto",9230,23347
"02049","Comuna 7","2. 0,51-0,99  personas por cuarto",5936,9645
"02049","Comuna 7","3. 1,00-1,49  personas por cuarto",6500,20584
"02049","Comuna 7","4. 1,50-1,99  personas por cuarto",1234,3406
"02049","Comuna 7","5. 2,00-3,00  personas por cuarto",1294,3979
"02049","Comuna 7","6. Más de 3,00  personas por cuarto",167,367
"02056","Comuna 8","0. __tot__",32265,28134
"02056","Comuna 8","1. Hasta  0,50  personas por cuarto",8226,8641
"02056","Comuna 8","2. 0,51-0,99  personas por cuarto",5250,5160
"02056","Comuna 8","3. 1,00-1,49  personas por cuarto",10207,9479
"02056","Comuna 8","4. 1,50-1,99  personas por cuarto",3321,2323
"02056","Comuna 8","5. 2,00-3,00  personas por cuarto",4428,2282
"02056","Comuna 8","6. Más de 3,00  personas por cuarto",833,249
"02063","Comuna 9","0. __tot__",34267,29453
"02063","Comuna 9","1. Hasta  0,50  personas por cuarto",11833,10312
"02063","Comuna 9","2. 0,51-0,99  personas por cuarto",7699,4295
"02063","Comuna 9","3. 1,00-1,49  personas por cuarto",10208,10405
"02063","Comuna 9","4. 1,50-1,99  personas por cuarto",2073,1896
"02063","Comuna 9","5. 2,00-3,00  personas por cuarto",2155,2293
"02063","Comuna 9","6. Más de 3,00  personas por cuarto",299,252
"02070","Comuna 10","0. __tot__",30917,40529
"02070","Comuna 10","1. Hasta  0,50  personas por cuarto",11741,14901
"02070","Comuna 10","2. 0,51-0,99  personas por cuarto",7816,6064
"02070","Comuna 10","3. 1,00-1,49  personas por cuarto",8809,14554
"02070","Comuna 10","4. 1,50-1,99  personas por cuarto",1416,2247
"02070","Comuna 10","5. 2,00-3,00  personas por cuarto",1040,2569
"02070","Comuna 10","6. Más de 3,00  personas por cuarto",95,194
"02077","Comuna 11","0. __tot__",32567,53115
"02077","Comuna 11","1. Hasta  0,50  personas por cuarto",12867,20505
"02077","Comuna 11","2. 0,51-0,99  personas por cuarto",8700,8190
"02077","Comuna 11","3. 1,00-1,49  personas por cuarto",8611,18416
"02077","Comuna 11","4. 1,50-1,99  personas por cuarto",1342,2701
"02077","Comuna 11","5. 2,00-3,00  personas por cuarto",942,3042
"02077","Comuna 11","6. Más de 3,00  personas por cuarto",105,261
"02084","Comuna 12","0. __tot__",31880,74041
"02084","Comuna 12","1. Hasta  0,50  personas por cuarto",12860,28211
"02084","Comuna 12","2. 0,51-0,99  personas por cuarto",8154,10133
"02084","Comuna 12","3. 1,00-1,49  personas por cuarto",8527,27739
"02084","Comuna 12","4. 1,50-1,99  personas por cuarto",1228,3327
"02084","Comuna 12","5. 2,00-3,00  personas por cuarto",1045,4293
"02084","Comuna 12","6. Más de 3,00  personas por cuarto",66,338
"02091","Comuna 13","0. __tot__",12215,113300
"02091","Comuna 13","1. Hasta  0,50  personas por cuarto",6120,52031
"02091","Comuna 13","2. 0,51-0,99  personas por cuarto",3122,19189
"02091","Comuna 13","3. 1,00-1,49  personas por cuarto",2382,33339
"02091","Comuna 13","4. 1,50-1,99  personas por cuarto",325,3771
"02091","Comuna 13","5. 2,00-3,00  personas por cuarto",247,4535
"02091","Comuna 13","6. Más de 3,00  personas por cuarto",19,435
"02098","Comuna 14","0. __tot__",6629,118639
"02098","Comuna 14","1. Hasta  0,50  personas por cuarto",3467,55641
"02098","Comuna 14","2. 0,51-0,99  personas por cuarto",1435,17904
"02098","Comuna 14","3. 1,00-1,49  personas por cuarto",1306,35224
"02098","Comuna 14","4. 1,50-1,99  personas por cuarto",184,3603
"02098","Comuna 14","5. 2,00-3,00  personas por cuarto",213,5734
"02098","Comuna 14","6. Más de 3,00  personas por cuarto",24,533
"02105","Comuna 15","0. __tot__",22278,65435
"02105","Comuna 15","1. Hasta  0,50  personas por cuarto",8888,25435
"02105","Comuna 15","2. 0,51-0,99  personas por cuarto",5330,9149
"02105","Comuna 15","3. 1,00-1,49  personas por cuarto",5903,23296
"02105","Comuna 15","4. 1,50-1,99  personas por cuarto",1010,2992
"02105","Comuna 15","5. 2,00-3,00  personas por cuarto",1004,4238
"02105","Comuna 15","6. Más de 3,00  personas por cuarto",143,325
"022007","Almirante Brown","0. __tot__",4947,171
"022007","Almirante Brown","1. Hasta  0,50  personas por cuarto",1278,42
"022007","Almirante Brown","2. 0,51-0,99  personas por cuarto",922,6
"022007","Almirante Brown","3. 1,00-1,49  personas por cuarto",1642,66
"022007","Almirante Brown","4. 1,50-1,99  personas por cuarto",556,11
"022007","Almirante Brown","5. 2,00-3,00  personas por cuarto",484,39
"022007","Almirante Brown","6. Más de 3,00  personas por cuarto",65,7
"022014","Bermejo","0. __tot__",6512,188
"022014","Bermejo","1. Hasta  0,50  personas por cuarto",1853,53
"022014","Bermejo","2. 0,51-0,99  personas por cuarto",1095,23
"022014","Bermejo","3. 1,00-1,49  personas por cuarto",2021,59
"022014","Bermejo","4. 1,50-1,99  personas por cuarto",699,14
"022014","Bermejo","5. 2,00-3,00  personas por cuarto",748,36
"022014","Bermejo","6. Más de 3,00  personas por cuarto",96,3
"022021","Comandante Fernández","0. __tot__",19478,3082
"022021","Comandante Fernández","1. Hasta  0,50  personas por cuarto",6118,1064
"022021","Comandante Fernández","2. 0,51-0,99  personas por cuarto",4098,164
"022021","Comandante Fernández","3. 1,00-1,49  personas por cuarto",5844,1225
"022021","Comandante Fernández","4. 1,50-1,99  personas por cuarto",1603,143
"022021","Comandante Fernández","5. 2,00-3,00  personas por cuarto",1606,437
"022021","Comandante Fernández","6. Más de 3,00  personas por cuarto",209,49
"022028","Chacabuco","0. __tot__",6915,791
"022028","Chacabuco","1. Hasta  0,50  personas por cuarto",2169,225
"022028","Chacabuco","2. 0,51-0,99  personas por cuarto",1410,43
"022028","Chacabuco","3. 1,00-1,49  personas por cuarto",2114,290
"022028","Chacabuco","4. 1,50-1,99  personas por cuarto",615,43
"022028","Chacabuco","5. 2,00-3,00  personas por cuarto",558,167
"022028","Chacabuco","6. Más de 3,00  personas por cuarto",49,23
"022036","12 de Octubre","0. __tot__",3848,249
"022036","12 de Octubre","1. Hasta  0,50  personas por cuarto",1097,58
"022036","12 de Octubre","2. 0,51-0,99  personas por cuarto",757,6
"022036","12 de Octubre","3. 1,00-1,49  personas por cuarto",1192,101
"022036","12 de Octubre","4. 1,50-1,99  personas por cuarto",351,17
"022036","12 de Octubre","5. 2,00-3,00  personas por cuarto",404,58
"022036","12 de Octubre","6. Más de 3,00  personas por cuarto",47,9
"022039","2 de Abril","0. __tot__",1503,165
"022039","2 de Abril","1. Hasta  0,50  personas por cuarto",444,38
"022039","2 de Abril","2. 0,51-0,99  personas por cuarto",309,3
"022039","2 de Abril","3. 1,00-1,49  personas por cuarto",494,56
"022039","2 de Abril","4. 1,50-1,99  personas por cuarto",147,11
"022039","2 de Abril","5. 2,00-3,00  personas por cuarto",101,48
"022039","2 de Abril","6. Más de 3,00  personas por cuarto",8,9
"022043","Fray Justo Santa María de Oro","0. __tot__",1918,92
"022043","Fray Justo Santa María de Oro","1. Hasta  0,50  personas por cuarto",540,26
"022043","Fray Justo Santa María de Oro","2. 0,51-0,99  personas por cuarto",394,2
"022043","Fray Justo Santa María de Oro","3. 1,00-1,49  personas por cuarto",556,37
"022043","Fray Justo Santa María de Oro","4. 1,50-1,99  personas por cuarto",212,8
"022043","Fray Justo Santa María de Oro","5. 2,00-3,00  personas por cuarto",197,18
"022043","Fray Justo Santa María de Oro","6. Más de 3,00  personas por cuarto",19,1
"022049","General Belgrano","0. __tot__",1515,48
"022049","General Belgrano","1. Hasta  0,50  personas por cuarto",397,11
"022049","General Belgrano","2. 0,51-0,99  personas por cuarto",287,1
"022049","General Belgrano","3. 1,00-1,49  personas por cuarto",503,21
"022049","General Belgrano","4. 1,50-1,99  personas por cuarto",158,2
"022049","General Belgrano","5. 2,00-3,00  personas por cuarto",154,12
"022049","General Belgrano","6. Más de 3,00  personas por cuarto",16,1
"022056","General Donovan","0. __tot__",3597,22
"022056","General Donovan","1. Hasta  0,50  personas por cuarto",819,7
"022056","General Donovan","2. 0,51-0,99  personas por cuarto",630,1
"022056","General Donovan","3. 1,00-1,49  personas por cuarto",1192,8
"022056","General Donovan","4. 1,50-1,99  personas por cuarto",432,1
"022056","General Donovan","5. 2,00-3,00  personas por cuarto",469,5
"022056","General Donovan","6. Más de 3,00  personas por cuarto",55,0
"022063","General Güemes","0. __tot__",8851,632
"022063","General Güemes","1. Hasta  0,50  personas por cuarto",2466,200
"022063","General Güemes","2. 0,51-0,99  personas por cuarto",1658,32
"022063","General Güemes","3. 1,00-1,49  personas por cuarto",2809,234
"022063","General Güemes","4. 1,50-1,99  personas por cuarto",968,38
"022063","General Güemes","5. 2,00-3,00  personas por cuarto",868,117
"022063","General Güemes","6. Más de 3,00  personas por cuarto",82,11
"022070","Independencia","0. __tot__",2171,51
"022070","Independencia","1. Hasta  0,50  personas por cuarto",596,14
"022070","Independencia","2. 0,51-0,99  personas por cuarto",396,4
"022070","Independencia","3. 1,00-1,49  personas por cuarto",710,12
"022070","Independencia","4. 1,50-1,99  personas por cuarto",227,5
"022070","Independencia","5. 2,00-3,00  personas por cuarto",209,14
"022070","Independencia","6. Más de 3,00  personas por cuarto",33,2
"022077","Libertad","0. __tot__",3250,69
"022077","Libertad","1. Hasta  0,50  personas por cuarto",798,18
"022077","Libertad","2. 0,51-0,99  personas por cuarto",604,3
"022077","Libertad","3. 1,00-1,49  personas por cuarto",1057,29
"022077","Libertad","4. 1,50-1,99  personas por cuarto",364,5
"022077","Libertad","5. 2,00-3,00  personas por cuarto",384,12
"022077","Libertad","6. Más de 3,00  personas por cuarto",43,2
"022084","Libertador General San Martín","0. __tot__",12626,625
"022084","Libertador General San Martín","1. Hasta  0,50  personas por cuarto",3347,143
"022084","Libertador General San Martín","2. 0,51-0,99  personas por cuarto",2183,29
"022084","Libertador General San Martín","3. 1,00-1,49  personas por cuarto",3997,246
"022084","Libertador General San Martín","4. 1,50-1,99  personas por cuarto",1428,46
"022084","Libertador General San Martín","5. 2,00-3,00  personas por cuarto",1462,145
"022084","Libertador General San Martín","6. Más de 3,00  personas por cuarto",209,16
"022091","Maipú","0. __tot__",3479,166
"022091","Maipú","1. Hasta  0,50  personas por cuarto",919,31
"022091","Maipú","2. 0,51-0,99  personas por cuarto",659,4
"022091","Maipú","3. 1,00-1,49  personas por cuarto",1143,61
"022091","Maipú","4. 1,50-1,99  personas por cuarto",377,20
"022091","Maipú","5. 2,00-3,00  personas por cuarto",337,44
"022091","Maipú","6. Más de 3,00  personas por cuarto",44,6
"022098","Mayor Luis J. Fontana","0. __tot__",12786,1018
"022098","Mayor Luis J. Fontana","1. Hasta  0,50  personas por cuarto",3962,290
"022098","Mayor Luis J. Fontana","2. 0,51-0,99  personas por cuarto",2460,57
"022098","Mayor Luis J. Fontana","3. 1,00-1,49  personas por cuarto",3869,358
"022098","Mayor Luis J. Fontana","4. 1,50-1,99  personas por cuarto",1232,83
"022098","Mayor Luis J. Fontana","5. 2,00-3,00  personas por cuarto",1120,202
"022098","Mayor Luis J. Fontana","6. Más de 3,00  personas por cuarto",143,28
"022105","9 de Julio","0. __tot__",5118,423
"022105","9 de Julio","1. Hasta  0,50  personas por cuarto",1591,109
"022105","9 de Julio","2. 0,51-0,99  personas por cuarto",1026,21
"022105","9 de Julio","3. 1,00-1,49  personas por cuarto",1602,152
"022105","9 de Julio","4. 1,50-1,99  personas por cuarto",474,36
"022105","9 de Julio","5. 2,00-3,00  personas por cuarto",390,82
"022105","9 de Julio","6. Más de 3,00  personas por cuarto",35,23
"022112","O'Higgins","0. __tot__",3390,166
"022112","O'Higgins","1. Hasta  0,50  personas por cuarto",1006,42
"022112","O'Higgins","2. 0,51-0,99  personas por cuarto",628,7
"022112","O'Higgins","3. 1,00-1,49  personas por cuarto",988,54
"022112","O'Higgins","4. 1,50-1,99  personas por cuarto",342,13
"022112","O'Higgins","5. 2,00-3,00  personas por cuarto",375,42
"022112","O'Higgins","6. Más de 3,00  personas por cuarto",51,8
"022119","Presidencia de la Plaza","0. __tot__",2676,82
"022119","Presidencia de la Plaza","1. Hasta  0,50  personas por cuarto",611,24
"022119","Presidencia de la Plaza","2. 0,51-0,99  personas por cuarto",423,3
"022119","Presidencia de la Plaza","3. 1,00-1,49  personas por cuarto",850,27
"022119","Presidencia de la Plaza","4. 1,50-1,99  personas por cuarto",327,12
"022119","Presidencia de la Plaza","5. 2,00-3,00  personas por cuarto",408,16
